section,gene,p_adj
B2,ANKRD28,0.019618939243813336
B2,ANLN,5.566502825275783e-4
B2,ANO10,0.266011708934541
B2,AP5B1,0.023680967555800167
B2,AP5Z1,1.1078545125552372e-11
B2,APBA2,1.506805629164684e-5
B2,APBB2,4.015995238145447e-8
B2,APOBEC3G,7.020731154588319e-6
B2,APOC1,1.5599639868154073e-20
B2,AQP1,2.6488789342289583e-6
B2,ARF5,1
B2,ARF6,1.7876103917331482e-12
B2,ARFGEF2,8.999481456533454e-4
B2,ARHGAP10,0.0013401026291328746
B2,ARHGAP4,5.451796137945435e-12
B2,ARHGAP45,1.2723864480642675e-11
B2,ARHGAP5,2.3745830010391962e-4
B2,ARHGEF10L,0.0013064609406278872
B2,ARHGEF3,2.961665552906267e-10
B2,ARHGEF40,0.7791363379459705
B2,ARID1B,1.1166181190770053e-5
B2,ARID3A,0.011270383885792707
B2,ARID4A,1.2908703074313786e-4
B2,ARID5A,2.4511826109749075e-12
B2,ARID5B,3.3054243234377105e-4
B2,ARNT,1.1469607571585164e-7
B2,ASCL2,3.3029204920693517e-4
B2,ASH2L,3.522165401072406e-12
B2,ASL,2.1457225917256823e-8
B2,ASMTL,2.555573392824321e-6
B2,ASNA1,1.62941524046734e-20
B2,ASNS,1.2420592308858377e-4
B2,ATAD1,0.008057714761601907
B2,ATF6B,0.005766169882835655
B2,ATG12,2.047923536266132e-11
B2,ATG16L2,2.4257755361697018e-5
B2,ATL2,0.013453694616699525
B2,ATP5H,1.5891271495431814e-14
B2,ATP5O,5.873071039603106e-20
B2,ATP6AP1,1.0407663639736322e-20
B2,ATP6V0D1,1.2071992476602186e-13
B2,AURKAIP1,7.128679468772363e-20
B2,AVEN,0.3469931201274226
B2,BABAM1,5.631417396990325e-18
B2,BAD,3.369612607725012e-21
B2,BAG1,4.693543454175373e-17
B2,BAIAP3,0.055686332958071585
B2,BCAM,1.0886769683922491e-16
B2,BCL2,1.4262567533245902e-8
B2,BCL2L12,1.4084630740477803e-6
B2,BGN,2.857293416170576e-19
B2,BICDL1,1.1809429452909081e-10
B2,BIN3,4.628502637423292e-10
B2,BIRC2,8.58107574258449e-9
B2,BIRC5,4.050459544666095e-9
B2,BLVRA,2.6016406846617483e-17
B2,BOK,2.995809367257e-10
B2,BOLA3,6.418960263249025e-10
B2,BRD9,2.0318543017472203e-16
B2,BRF1,3.723437995334136e-12
B2,BRF2,3.216387996473413e-10
B2,BRK1,4.677941818026735e-10
B2,BRPF1,1.3848409183864912e-6
B2,BSG,9.031198249612645e-19
B2,BST2,4.122860209382413e-20
B2,BTG1,8.739301867229637e-18
B2,C10orf10,5.578328153419133e-4
B2,C10orf54,1.8848534627887264e-9
B2,C12orf45,8.813339121136658e-8
B2,C15orf61,0.12507698849800875
B2,C19orf24,1.3712107737750526e-10
B2,C19orf52,4.706471642139965e-8
B2,C19orf60,1.3857777309627483e-11
B2,C1QB,3.080098843665773e-20
B2,C1R,1.7861283060660927e-19
B2,C1S,1.6893457679074234e-16
B2,C1orf216,0.046943459845951975
B2,C2,2.6890091349908925e-13
B2,C2CD2L,3.042897820206291e-7
B2,C3,3.4611446528661245e-21
B2,C4orf48,4.970321928766011e-13
B2,C5orf38,1.2334582243899913e-5
B2,C6orf136,2.4025453355557618e-5
B2,C6orf48,3.6905958391030165e-14
B2,CADM4,9.379498688515456e-11
B2,CALML5,1
B2,CAMTA2,1.4194253773528343e-11
B2,CAPG,4.391849658713339e-17
B2,CARS2,1.4150798903074995e-13
B2,CBLC,1
B2,CCDC106,2.2736086471229664e-10
B2,CCDC167,8.941165719168174e-10
B2,CCDC57,4.8816298289179105e-5
B2,CCDC80,0.6640183275055066
B2,CCDC88B,7.367038629301873e-8
B2,CCL19,3.901193181110289e-5
B2,CCL2,1.0736989447342213e-6
B2,CCL21,0.3079293233934522
B2,CCM2,9.161277467674777e-17
B2,CCNB1,8.109321459409135e-12
B2,CCNB1IP1,1.978067049065894e-8
B2,CCNE1,0.05793868714360229
B2,CCNE2,3.0437532256942772e-9
B2,CCS,1.3618298646290132e-12
B2,CCT4,2.6709905479609967e-14
B2,CD14,7.635801804817679e-17
B2,CD320,2.065506290863958e-9
B2,CD3D,4.055822726330228e-9
B2,CD4,2.132841206514415e-8
B2,CD52,3.4611446528661245e-21
B2,CD68,1.5919417215199574e-19
B2,CD74,2.254508100892733e-24
B2,CD79A,6.551516301525407e-4
B2,CDC20,1.632432747220306e-13
B2,CDC6,0.001776762638714295
B2,CDH11,1
B2,CDH3,0.053702833669667376
B2,CDK5RAP1,2.523448802061299e-4
B2,CENPF,1.4555401289213343e-7
B2,CEP250,3.4176964826448934e-7
B2,CEP55,1.0507828345646732e-5
B2,CERCAM,7.479822926199559e-6
B2,CERS5,1.840622747812607e-7
B2,CES2,8.846973204493996e-4
B2,CFAP36,8.846973204493996e-4
B2,CFDP1,8.599694385365132e-11
B2,CGGBP1,6.370479012226147e-9
B2,CHCHD6,2.6619961806242975e-7
B2,CHD1,1.1367839435669281e-10
B2,CHD6,1.7819952431540007e-11
B2,CHFR,5.429869453415308e-8
B2,CHST11,2.56727668668016e-4
B2,CIR1,0.01286407579939286
B2,CLASRP,3.978243363392122e-8
B2,CLDN3,1.0828425835287615e-17
B2,CLDN4,7.267733165433277e-18
B2,CLU,1.804785868657858e-10
B2,CNN2,5.836440061619794e-21
B2,COL14A1,1
B2,COL3A1,4.2413841560857687e-16
B2,COL4A1,3.201605976665528e-12
B2,COL6A2,6.138336482919603e-20
B2,COL8A2,1
B2,COMMD1,4.832483702567214e-8
B2,COMP,4.2513981423986914e-11
B2,COPS7A,1.68981476043529e-12
B2,COQ4,6.440323321249897e-13
B2,CORO1A,4.5685005055182865e-11
B2,CORO1B,8.945827165832009e-19
B2,CORO2A,0.22271066588483765
B2,CORO7,1.6678581216435084e-17
B2,COX5A,2.8680479719495087e-13
B2,CPNE1,5.48531198827088e-14
B2,CPSF1,3.953660604846589e-11
B2,CPVL,1.64877186409163e-11
B2,CRABP2,1.016455192212893e-15
B2,CRACR2B,5.905856203473035e-16
B2,CRELD2,1.5429391043430441e-12
B2,CROCC,3.6521238568090976e-6
B2,CSF1,2.587647572245692e-9
B2,CSF1R,6.611904032920737e-13
B2,CTDSPL,7.709970643598783e-8
B2,CTIF,1.8390602927811933e-13
B2,CTSK,7.835599302509407e-11
B2,CTU2,1.3639747508198968e-5
B2,CUTC,6.587793206286453e-7
B2,CUX1,4.642470557645333e-16
B2,CX3CL1,0.002074611139686581
B2,CXCL10,9.398838574154466e-6
B2,CXXC5,1.2210337826887913e-21
B2,CYP27A1,1.5754956563546925e-7
B2,DAPK3,3.805395836703639e-17
B2,DCAF6,2.4511826109749075e-12
B2,DCXR,7.453103668939388e-15
B2,DDAH1,4.5341299852219645e-5
B2,DDB2,1.1750010163279191e-6
B2,DDIT3,6.980970875962832e-4
B2,DDRGK1,1.2071992476602186e-13
B2,DDT,1.9975163375406862e-17
B2,DEAF1,2.442041078670841e-10
B2,DENND1A,1.3452315469219215e-8
B2,DERL3,0.004753544947219021
B2,DESI1,7.724015667972115e-10
B2,DHX16,8.428415224292375e-8
B2,DLG1,9.533642176997629e-4
B2,DMAP1,2.399858140935637e-6
B2,DNAJB2,3.603564917387267e-18
B2,DNAJC1,9.66828914115224e-13
B2,DNAJC7,4.963664708879332e-9
B2,DOCK6,9.969377657245022e-11
B2,DPH3,0.012931016330583205
B2,DPM2,1.043593609731275e-18
B2,DPP7,1.155686777656895e-18
B2,DPP9,3.734021937008258e-16
B2,DPYSL3,2.3012834956837187e-11
B2,DVL1,2.7277217131326733e-11
B2,EBAG9,4.7438865833631255e-5
B2,ECHDC2,1
B2,ECM1,1.4753827253299784e-21
B2,EFEMP2,3.9006600081673946e-5
B2,EFHD2,4.807283112864798e-13
B2,EGFR,1
B2,EIF1AD,4.871693173552795e-4
B2,EIF3B,1.5268971936690673e-20
B2,EIF3F,2.2791595444803769e-7
B2,EIF3G,1.2489125861866645e-19
B2,ELN,0.2389795715459371
B2,ELOF1,1.4150798903074995e-13
B2,EMC3,5.753904902050908e-11
B2,ENPP1,1.8574424402593833e-10
B2,EPHB3,2.6959592380833922e-11
B2,ERAL1,6.897060974559375e-8
B2,ERBB2,1.3770672869509194e-21
B2,ERI3,8.672324468919309e-19
B2,ERMP1,7.170134512763352e-10
B2,ESR1,2.3181519627867372e-11
B2,ETFB,5.4105127398425464e-17
B2,EVA1B,2.3224165279024295e-21
B2,EXD3,0.023324343951441406
B2,EXO1,0.023730778590474177
B2,EXOC5,1.109266536080924e-7
B2,EXOSC1,8.913150380362283e-8
B2,EXOSC10,4.966701267357689e-16
B2,EXOSC2,5.08154110902621e-7
B2,EZH2,4.2513981423986914e-11
B2,FAAH,7.65595094086544e-10
B2,FADS2,3.864432362058821e-20
B2,FAH,1.4619704921272343e-11
B2,FAIM2,2.917210891379035e-9
B2,FAM102A,4.2948090946352327e-16
B2,FAM117A,5.483203201512799e-12
B2,FAM118A,2.063574836424967e-6
B2,FAM160B1,1.4485292639008443e-6
B2,FAM173A,1.8130935363895945e-19
B2,FAM193B,1.2421404173027217e-11
B2,FAM213B,5.72522381953425e-9
B2,FAM3A,5.319530900043548e-12
B2,FAM45A,7.53690109557057e-4
B2,FAP,4.588691771801663e-6
B2,FARP1,4.91581075634297e-16
B2,FARSB,1.2239889803192884e-8
B2,FASN,1.5573813941656537e-17
B2,FBF1,5.030996029437217e-6
B2,FBLN2,3.6537918389210296e-6
B2,FCER1G,1.5110358294053563e-16
B2,FDPS,4.130712638627174e-16
B2,FGFR1,0.1311249097644202
B2,FGFR4,3.7326227857577466e-11
B2,FKBP10,0.005418481149795053
B2,FKBP8,4.3010426624126637e-16
B2,FLNA,1.5469361833844223e-26
B2,FN1,5.48531198827088e-14
B2,FNBP4,2.710608212599802e-4
B2,FOXA1,9.629446082824205e-12
B2,FOXC1,1
B2,FOXP4,2.3182978882568928e-11
B2,FSTL1,1.3712932505813078e-11
B2,FSTL3,1.2949416276442784e-12
B2,FUOM,2.5748699036525165e-5
B2,FUS,2.0871570471076402e-19
B2,FZD2,8.687351957501904e-7
B2,GALK1,0.006051262499914878
B2,GANAB,5.446360072299333e-17
B2,GAR1,1.7442281526966008e-7
B2,GAS6,3.770831449323913e-11
B2,GATA3,5.9041199822140615e-12
B2,GATC,3.452610331630813e-13
B2,GBP1,9.313121479033329e-12
B2,GBP2,5.48531198827088e-14
B2,GBP3,1.6338805482414092e-11
B2,GBP4,5.48531198827088e-14
B2,GBP5,4.406776757895606e-10
B2,GEMIN4,1.176369739836183e-6
B2,GLCCI1,2.6886752937852245e-8
B2,GLG1,3.804406512532502e-10
B2,GLTSCR2,1.2122128802335329e-17
B2,GMFG,3.66634335216034e-12
B2,GMPPA,3.3667068435143264e-17
B2,GNAI2,1.5076003646628491e-24
B2,GNAS,1.7471199217703394e-20
B2,GNL2,8.719297271587619e-10
B2,GPR108,1.8876414340975167e-8
B2,GPR160,4.409035765179775e-9
B2,GPRC5A,4.5825123203919814e-17
B2,GPS1,3.269934711560008e-13
B2,GPSM1,4.1605214509634495e-8
B2,GPX3,1.2249325924777365e-7
B2,GRB7,5.663418448203852e-17
B2,GRK3,6.3549497660270605e-9
B2,GSK3A,4.5257872103964105e-12
B2,GSTM3,2.6709905479609967e-14
B2,GYPC,1.3599157589904275e-11
B2,HAGHL,1.8802483795992324e-17
B2,HCFC1R1,6.138336482919603e-20
B2,HCST,9.932044684644884e-14
B2,HDAC5,3.5137249438609784e-7
B2,HDAC6,1.2014301592360718e-7
B2,HELZ2,1.1036533991239187e-7
B2,HES1,0.08913388255755465
B2,HLA-B,1.5478694212950978e-25
B2,HLA-DMA,5.899616172909385e-17
B2,HLA-DMB,6.448802750051706e-18
B2,HLA-DOA,1.83235656344743e-9
B2,HLA-DPA1,6.7440644802413e-23
B2,HLA-DPB1,1.7670658998035854e-19
B2,HLA-DRA,6.7440644802413e-23
B2,HLA-DRB1,4.501665929653853e-21
B2,HMGB2,5.690427644002498e-13
B2,HNRNPUL2,7.058066231661192e-19
B2,HOOK3,1
B2,HPS6,0.004547478227009763
B2,HSD17B1,0.00962953720382787
B2,HSPA4,1.3090680130033183e-12
B2,HSPB1,1.088814969122192e-17
B2,HSPB11,6.007413922545466e-6
B2,HYI,2.3981160696127037e-4
B2,IDH3G,9.305464258381427e-10
B2,IDUA,0.07821175462110633
B2,IER5L,2.4930431221588002e-17
B2,IFI27,8.283397920518234e-18
B2,IFI27L1,8.257524882645942e-7
B2,IFI44L,1.3677336673105937e-4
B2,IGFBP2,5.643276570191615e-16
B2,IGFBP4,3.075442615260632e-24
B2,IGHA1,1.0308294744624446e-5
B2,IGHG3,2.396675809972518e-12
B2,IGHG4,0.792410414713601
B2,IGHM,0.23341478065144985
B2,IGKC,2.779908311473874e-17
B2,IGLC2,1.2953475410933767e-8
B2,IGLC3,9.932044684644884e-14
B2,IGLC7,0.115413747147486
B2,IKZF3,8.666033149554412e-6
B2,IL10RA,3.522165401072406e-12
B2,ILKAP,0.1057346769224711
B2,INAFM1,2.5972387981471614e-7
B2,INPP4B,3.2137786662834246e-5
B2,INPP5D,6.817900992800538e-11
B2,INPP5J,4.025557750982154e-7
B2,INTS8,1.9384815031891694e-9
B2,ISG15,4.994869035670767e-7
B2,ISLR,0.003036242481648069
B2,ITGA5,4.994869035670767e-7
B2,ITGB4,3.091755922391787e-5
B2,ITGB6,0.07467573113472391
B2,ITSN1,1.640181636770863e-5
B2,JAG2,2.2994096386912026e-7
B2,JAK1,2.855440296880375e-6
B2,JAK3,1.3948644633031067e-12
B2,JCHAIN,0.03820568356012739
B2,JMJD6,3.484147104812856e-8
B2,KAT6B,9.520095808015485e-11
B2,KATNA1,2.4978833681243935e-4
B2,KCNAB2,1.4064673085406048e-10
B2,KCTD10,6.418960263249025e-10
B2,KDM4B,4.888015661021052e-16
B2,KIAA0895L,9.034694650842233e-8
B2,KIAA1211L,0.1610387069644771
B2,KIAA1217,0.0011726305634527294
B2,KIAA1468,3.5714989081187846e-5
B2,KIAA1715,8.202673751985007e-6
B2,KIF13B,1
B2,KIF2C,1.4612661923139866e-4
B2,KLF9,0.003035943477601957
B2,KMT2B,1.0999923085831926e-14
B2,KMT2E,1
B2,KPNB1,3.471727172465794e-7
B2,KRAS,2.041843604936297e-13
B2,KRT10,1.7451794356283218e-12
B2,KRT14,1
B2,KRT17,0.1349111001635846
B2,KRT5,0.6384696498680679
B2,KRT8,5.48531198827088e-14
B2,KRT86,0.1949185502963306
B2,LAMB2,3.953660604846589e-11
B2,LAMTOR2,2.9916833296983805e-16
B2,LANCL1,4.335422233233462e-4
B2,LARP1B,0.24602500137386854
B2,LARP7,2.4412503703427434e-4
B2,LCK,5.895276912858972e-7
B2,LCP1,1.7566454797617196e-11
B2,LGALS1,3.0330974155937542e-21
B2,LIMCH1,1
B2,LIMK1,1.4150798903074995e-13
B2,LINC00176,9.165178924627655e-12
B2,LINGO1,1
B2,LLGL1,0.0018854543867466553
B2,LMF1,1
B2,LMNA,2.092991577588718e-21
B2,LRRC8A,1.6206826743698243e-10
B2,LRWD1,0.00976205098363662
B2,LST1,4.607970893398555e-6
B2,LTB4R,1.311823900737399e-5
B2,LTBP3,8.27787582654739e-11
B2,LTF,0.10690438912974347
B2,LUC7L,3.6790594124956156e-10
B2,LUC7L3,2.7137543533393455e-18
B2,LUM,7.401209024652437e-15
B2,LYL1,3.614234217542224e-5
B2,MAGEF1,1.7442281526966008e-7
B2,MAGI1,0.06432717513744567
B2,MAGOHB,5.847895346918855e-8
B2,MAP1S,3.78837612552903e-11
B2,MAP3K14,0.4161407304284157
B2,MAP3K6,7.709970643598783e-8
B2,MAP4K2,6.813570675020673e-7
B2,MAPK9,2.7886981077803905e-7
B2,MAPKAPK5,8.202673751985007e-6
B2,MAPT,1.284493033246065e-7
B2,MARS,4.034343814382302e-13
B2,MAVS,1.757061801501878e-12
B2,MCTS1,5.48531198827088e-14
B2,MDM2,2.4783369056375765e-9
B2,MED13L,1.2303794177848938e-8
B2,MED25,5.690427644002498e-13
B2,MELK,0.026810329690716544
B2,MEN1,5.720207640885185e-7
B2,METTL12,1.4168199919421036e-6
B2,METTL16,7.832425313214909e-7
B2,MFAP4,0.04091371400924296
B2,MFSD3,5.643278381686242e-4
B2,MFSD7,7.563565662984563e-4
B2,MGMT,1
B2,MGP,0.35015224818251073
B2,MIA,1
B2,MIB2,9.469128897805138e-8
B2,MICAL1,3.1978649870993745e-10
B2,MICALL2,3.6091874429908843e-9
B2,MID1IP1,1.9747925103972283e-14
B2,MIF,9.326585491230634e-6
B2,MIIP,4.278237478435584e-12
B2,MKI67,2.396675809972518e-12
B2,MKNK1,2.56727668668016e-4
B2,MLLT4,0.02685663086167892
B2,MLPH,2.516624740157133e-15
B2,MLST8,5.48531198827088e-14
B2,MMP11,2.2973906360216412e-7
B2,MMP9,1.5891271495431814e-14
B2,MORC2,4.932408937706033e-8
B2,MPND,3.399669230027246e-9
B2,MPST,2.5075678073455365e-15
B2,MRPL2,3.636128386990032e-5
B2,MRPL21,2.6709905479609967e-14
B2,MRPL23,5.334005379939297e-10
B2,MRPL51,1.8130935363895945e-19
B2,MRPL54,1.2418869760965008e-10
B2,MRPS22,4.455178727814734e-7
B2,MS4A6A,5.283238639949879e-16
B2,MST1R,2.2095768544867188e-7
B2,MTG2,2.429745088027872e-7
B2,MTMR12,1.313301391073519e-4
B2,MUC1,5.44372270409511e-23
B2,MUCL1,3.107632619506754e-7
B2,MUS81,1.2420004594609966e-15
B2,MVP,1.0953540895671286e-22
B2,MX2,4.6642470552754297e-4
B2,MYBL2,7.453103668939388e-15
B2,MYC,4.977518774997708e-12
B2,MYH10,0.30183423817649374
B2,MYL12B,3.56443964103355e-20
B2,MYL6B,5.07773768902577e-7
B2,MYL9,3.8593087917477263e-13
B2,MYO1G,3.0900199153851027e-6
B2,MYO9B,5.933687267312129e-12
B2,MZT2A,1.3578843662060035e-19
B2,NAA10,7.095198950001993e-19
B2,NANS,2.3481312098017395e-15
B2,NAT1,2.968699070575174e-14
B2,NCKAP1L,3.175186303240031e-7
B2,NCKAP5L,1
B2,NDC80,9.729980234840547e-7
B2,NDRG1,7.805888385318893e-14
B2,NDUFA1,1.5891271495431814e-14
B2,NDUFA12,2.8380806759005894e-8
B2,NDUFB2,1.8131485007201504e-17
B2,NDUFB3,2.968699070575174e-14
B2,NDUFB9,4.8071972868341776e-20
B2,NDUFC1,4.542846426956503e-9
B2,NDUFS1,1.3635414359711528e-9
B2,NDUFV3,2.021572226875101e-10
B2,NEBL,3.520817607362836e-8
B2,NEK7,7.753116904489108e-7
B2,NELFE,5.690427644002498e-13
B2,NFATC4,1.0223626661306441e-5
B2,NFIC,5.48531198827088e-14
B2,NINJ1,2.2164546819838285e-22
B2,NIT2,1.6822269999818788e-11
B2,NMRAL1,1.293005494553377e-10
B2,NR1H2,5.477893599467465e-11
B2,NR4A1,2.83168351681189e-7
B2,NRP1,2.961665552906267e-10
B2,NSMCE1,6.020933408407248e-10
B2,NTMT1,7.411677513554615e-6
B2,NUF2,1.3236401119903285e-6
B2,NUP214,7.997589291817927e-7
B2,NUP93,1.5543385010857776e-7
B2,NXN,1
B2,OASL,4.5567007525764865e-6
B2,OGFRL1,2.587647572245692e-9
B2,OPTN,6.327427174863425e-8
B2,ORC2,0.051072204290277916
B2,ORC6,3.7443070770969286e-6
B2,OSBPL8,0.23805344094028322
B2,P4HA2,3.6710723488605064e-8
B2,PAF1,2.710269472151252e-4
B2,PAFAH1B3,2.6549900426784495e-11
B2,PAQR4,5.48531198827088e-14
B2,PARN,6.960747713561144e-4
B2,PCCB,1.123563276828387e-9
B2,PCIF1,1.2195399632373818e-7
B2,PDCD5,1.3768481471024427e-8
B2,PDGFRA,0.04954693796720264
B2,PDGFRB,4.153202874856899e-10
B2,PER1,9.946016354678844e-9
B2,PEX11G,0.07997618445031163
B2,PEX14,3.609596676455532e-4
B2,PGLS,3.3060558822670947e-18
B2,PGR,1.1849694076222064e-9
B2,PHF11,6.679486130807213e-6
B2,PHF13,3.6881306707039914e-5
B2,PHF21A,5.65719964747189e-6
B2,PHGDH,0.03884108732544706
B2,PHKB,3.826158278236972e-9
B2,PIGQ,8.458585074368948e-16
B2,PIH1D1,7.668704202856677e-15
B2,PILRA,2.977578545145473e-9
B2,PIM2,4.327337694310587e-11
B2,PITX1,2.0742740667373056e-8
B2,PKNOX1,1.5754956563546925e-7
B2,PLAC9,0.6575943131654315
B2,PLEKHO2,1.2953475410933767e-8
B2,PLIN2,0.020685485815913767
B2,PLK1,2.423015072665075e-10
B2,PLK2,5.957164708633898e-6
B2,PLLP,9.753303501766931e-9
B2,PLP2,1.5110358294053563e-16
B2,PLPPR2,3.1649223545229565e-16
B2,PLSCR1,1.240745271043297e-8
B2,PLTP,7.058066231661192e-19
B2,PLVAP,2.9483056016453893e-11
B2,PLXNA1,7.679131772903727e-12
B2,PLXND1,3.2292890853808126e-18
B2,PMP22,1.821591282053669e-17
B2,PNISR,0.006120589133889228
B2,PNMT,3.0468014762089334e-18
B2,PNP,3.897774753931445e-4
B2,PNPLA6,2.0514347184479457e-8
B2,PODNL1,0.12952702151397738
B2,PODXL,1.5651930773676e-5
B2,POLR2E,7.286898223926174e-22
B2,POLR2J,9.429132898150351e-18
B2,POR,5.560232601903782e-13
B2,POSTN,9.497812912837892e-12
B2,PPHLN1,4.970321928766011e-13
B2,PPIB,1.780359514709298e-10
B2,PPIH,3.39526032951194e-8
B2,PPM1G,9.932044684644884e-14
B2,PPP1R1A,1
B2,PPP1R1B,4.122860209382413e-20
B2,PPP1R37,8.623453002351995e-9
B2,PRKAB1,4.621014474329514e-13
B2,PRKCSH,1.9161698810120587e-21
B2,PROSER1,3.2885126426171086e-7
B2,PRPF6,5.1733879814940543e-17
B2,PRPSAP1,0.002132958403952187
B2,PSCA,1
B2,PSMD4,3.675442444498643e-8
B2,PSTPIP1,6.938277343655228e-10
B2,PTGDS,5.48531198827088e-14
B2,PTOV1,2.60109511541914e-16
B2,PTP4A3,2.099425477003422e-7
B2,PTPRC,2.184907160366736e-10
B2,PTPRJ,4.105147941998812e-11
B2,PTRF,1.1660701319573386e-10
B2,PTRH1,0.024934628267796088
B2,PTTG1,9.310159290267733e-11
B2,PUS3,0.19127465946694133
B2,PWP1,2.1156756556310495e-9
B2,PWWP2B,2.4702298496315554e-16
B2,PXDN,6.370479012226147e-9
B2,PYURF,6.460285206251351e-8
B2,QSOX1,3.753419662479352e-18
B2,R3HDM2,4.7528475883458547e-4
B2,RAB11FIP1,1.4294933010484023e-15
B2,RAB3A,7.992008261653724e-10
B2,RAB3GAP1,7.573287963722525e-13
B2,RAB3IL1,0.12082243131852394
B2,RABGAP1L,9.39251055927127e-4
B2,RALBP1,4.3389264294736223e-7
B2,RALGAPA2,0.07793228299278981
B2,RAMP2,0.029433796004705123
B2,RAP1B,3.5838584921758455e-7
B2,RARS2,1.5160550019501144e-9
B2,RASA2,1
B2,RASGRP2,0.037536218360789665
B2,RASSF3,1.0873273141262853e-8
B2,RBL1,3.414518435485005e-9
B2,RBM42,5.385903129932718e-12
B2,RECQL4,1.3676223925072853e-9
B2,RECQL5,9.456207755574983e-4
B2,REEP6,5.269928410337269e-12
B2,RGS1,7.825328458622774e-10
B2,RHOB,3.452610331630813e-13
B2,RIOK1,1
B2,RMND1,1.123977102533375e-8
B2,RNASET2,2.2164546819838285e-22
B2,RND3,4.206946808489486e-10
B2,RNF135,0.014377445105734674
B2,RNF170,1.8094098276329635e-7
B2,RRAS,1.3740337794726969e-17
B2,RRM2,2.8680479719495087e-13
B2,RSL1D1,2.1233197482775415e-16
B2,RSRP1,1.516798766887051e-7
B2,RUVBL1,6.180060302943944e-8
B2,S100A14,3.4611446528661245e-21
B2,S100A9,8.001443260334479e-11
B2,SAMM50,3.0236200033808148e-12
B2,SASH1,1
B2,SAT1,4.6912184432962424e-18
B2,SCAF1,6.398149538310625e-10
B2,SCD,2.2883430953421812e-12
B2,SCNN1D,3.215136933843144e-4
B2,SCX,2.0359676852712374e-7
B2,SDHB,2.8680479719495087e-13
B2,SEC14L2,1.609308490824664e-19
B2,SEC23A,8.073046684101033e-6
B2,SEMA3B,3.1414182099877567e-12
B2,SEMA4B,2.542556339837911e-9
B2,SF3B4,2.9492257075495356e-11
B2,SFRP1,1
B2,SFSWAP,9.017522795364948e-7
B2,SGTA,7.058066231661192e-19
B2,SH3BP5L,1.4303726003869852e-6
B2,SIGLEC1,1.4361844226922285e-5
B2,SIGMAR1,8.672624374789575e-9
B2,SLC16A2,1
B2,SLC16A3,1.6893457679074234e-16
B2,SLC22A18,1.6267971933024392e-7
B2,SLC25A24,1.2702676985440887e-11
B2,SLC2A1,3.7630840064703454e-8
B2,SLC2A8,1.9132014908992402e-9
B2,SLC35A2,5.8180217469495455e-9
B2,SLC39A6,4.332431462143466e-12
B2,SLC43A1,1.3929256672626626e-7
B2,SLC4A5,1.0263581348411257e-5
B2,SLC8B1,1.7819952431540007e-11
B2,SLC9A3R2,7.508822374640959e-10
B2,SLC9A8,4.965943915766327e-6
B2,SLFN13,0.10687779812903561
B2,SLPI,0.18587897826617017
B2,SMCHD1,4.153077072910613e-12
B2,SMG9,1.5891271495431814e-14
B2,SMYD2,6.99709214390492e-8
B2,SNAPC3,1
B2,SNF8,4.501665929653853e-21
B2,SNRPD3,3.522532209506801e-7
B2,SNTA1,1.2455802823272051e-5
B2,SNX33,0.09091594529668802
B2,SNX8,9.716769862044957e-10
B2,SOD3,2.997838707389789e-11
B2,SOS2,9.506001881248856e-7
B2,SOX4,3.1649223545229565e-16
B2,SP6,1
B2,SPAG9,1.5822067985996358e-6
B2,SPARC,3.1649223545229565e-16
B2,SPIN1,4.832483702567214e-8
B2,SPSB1,4.2202411773695865e-10
B2,SRGN,4.7846528112795226e-15
B2,SRPX2,2.3835367413478273e-4
B2,SRR,6.774262476697932e-4
B2,SRRT,2.136214506979326e-16
B2,SRSF1,2.0021148386734122e-16
B2,SRSF5,8.18943866141077e-19
B2,SSSCA1,1.675421952759606e-9
B2,STAMBP,7.874604175119763e-4
B2,STAT5A,7.834794928363939e-4
B2,STK17A,8.215393114036262e-10
B2,STK4,4.5567007525764865e-6
B2,STMN1,2.342355047014516e-14
B2,STRN3,2.036698066564049e-5
B2,STT3A,6.004106117557889e-8
B2,SUGP1,0.004733022727215406
B2,SURF1,4.170664415727931e-6
B2,SVIL,0.11046855538852705
B2,SYDE1,0.008063257236158892
B2,SYK,1.1902760967039483e-6
B2,TACC3,3.503975859224038e-11
B2,TANC2,7.70219499289227e-12
B2,TARBP1,7.147020058012032e-6
B2,TAX1BP1,1.417839386687702e-10
B2,TAX1BP3,1.5761507856570786e-9
B2,TBC1D10A,9.00057108179422e-16
B2,TBC1D23,3.6710723488605064e-8
B2,TBCA,3.6421517524112556e-6
B2,TBXAS1,1.074938880205601e-5
B2,TCEA2,2.3261568398551112e-7
B2,TCEA3,5.48531198827088e-14
B2,TCF25,1.5891271495431814e-14
B2,TDRD3,0.006304946658750756
B2,TESK1,1.5369921641553445e-11
B2,TESMIN,1.8876414340975167e-8
B2,TEX10,0.0011592765390199729
B2,TEX2,1.7206715635887e-11
B2,TFF3,7.267733165433277e-18
B2,TGFBR2,9.469128897805138e-8
B2,THBS1,1.0184435467219388e-11
B2,THOC5,0.0024815762109043414
B2,THOC6,1.187863297344436e-6
B2,TIGD5,0.0031109065126537776
B2,TIMP1,4.501665929653853e-21
B2,TJP3,1.855290244254218e-12
B2,TM7SF2,9.932044684644884e-14
B2,TMBIM6,3.0468014762089334e-18
B2,TMEM101,1.54297418859556e-8
B2,TMEM123,1.579891886250849e-15
